Parcel(s),Building Name,Building Address,Postal Code,Floor Area,Property Type,Property Type - Self Selected,Year Built,Energy Audit Due Date,Energy Audit Status,2020 Benchmark Status,2020 Reason for Exemption,2019 Benchmark Status,2019 Reason for Exemption,2018 Benchmark Status,2018 Reason for Exemption,2017 Benchmark Status,2017 Reason for Exemption,2016 Benchmark Status,2016 Reason for Exemption,2015 Benchmark Status,2015 Reason for Exemption,2014 Benchmark Status,2014 Reason for Exemption,2013 Benchmark Status,2013 Reason for Exemption,2012 Benchmark Status,2012 Reason for Exemption,2011 Benchmark Status,2011 Reason for Exemption,2020 ENERGY STAR Score,2020 Site EUI (kBtu/ft2),2020 Source EUI (kBtu/ft2),2020 Percent Better than National Median Site EUI,2020 Percentage Better than National Median Source EUI,2020 Weather Normalized Site EUI (kBtu/ft2),2020 Weather Normalized Source EUI (kBtu/ft2),2019 ENERGY STAR Score,2019 Site EUI (kBtu/ft2),2019 Source EUI (kBtu/ft2),2019 Percent Better than National Median Site EUI,2019 Percentage Better than National Median Source EUI,2019 Weather Normalized Site EUI (kBtu/ft2),2019 Weather Normalized Source EUI (kBtu/ft2),2018 ENERGY STAR Score,2018 Site EUI (kBtu/ft2),2018 Source EUI (kBtu/ft2),2018 Percent Better than National Median Site EUI,2018 Percent Better than National Median Source EUI,2018 Weather Normalized Site EUI (kBtu/ft2),2018 Weather Normalized Source EUI (kBtu/ft2),2017 ENERGY STAR Score,2017 Site EUI (kBtu/ft2),2017 Source EUI (kBtu/ft2),2017 Percent Better than National Median Site EUI,2017 Percent Better than National Median Source EUI,2017 Weather Normalized Site EUI (kBtu/ft2),2017 Weather Normalized Source EUI (kBtu/ft2),2016 ENERGY STAR Score,2016 Site EUI (kBtu/ft2),2016 Source EUI (kBtu/ft2),2016 Percent Better than National Median Site EUI,2016 Percent Better than National Median Source EUI,2016 Weather Normalized Site EUI (kBtu/ft2),2016 Weather Normalized Source EUI (kBtu/ft2),2015 ENERGY STAR Score,2015 Site EUI (kBtu/ft2),2015 Source EUI (kBtu/ft2),2015 Percent Better than National Median Site EUI,2015 Percent Better than National Median Source EUI,2015 Weather Normalized Site EUI (kBtu/ft2),2015 Weather Normalized Source EUI (kBtu/ft2),2014 ENERGY STAR Score,2014 Site EUI (kBtu/ft2),2014 Source EUI (kBtu/ft2),2014 Percent Better than National Median Site EUI,2014 Percent Better than National Median Source EUI,2014 Weather Normalized Site EUI (kBtu/ft2),2014 Weather Normalized Source EUI (kBtu/ft2),2013 ENERGY STAR Score,2013 Site EUI (kBtu/ft2),2013 Source EUI (kBtu/ft2),2013 Percent Better than National Median Site EUI,2013 Percent Better than National Median Source EUI,2013 Weather Normalized Site EUI (kBtu/ft2),2013 Weather Normalized Source EUI (kBtu/ft2),2012 ENERGY STAR Score,2012 Site EUI (kBtu/ft2),2012 Source EUI (kBtu/ft2),2012 Percent Better than National Median Site EUI,2012 Percent Better than National Median Source EUI,2012 Weather Normalized Site EUI (kBtu/ft2),2012 Weather Normalized Source EUI (kBtu/ft2),2011 ENERGY STAR Score,2011 Site EUI (kBtu/ft2),2011 Source EUI (kBtu/ft2),2011 Percent Better than National Median Site EUI,2011 Percent Better than National Median Source EUI,2011 Weather Normalized Site EUI (kBtu/ft2),2011 Weather Normalized Source EUI (kBtu/ft2)
3748/033,333 01ST ST,333 1ST ST,94105,568628,Mixed Residential,,,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712/023,60 Spear,60 SPEAR ST,94105,176054,Commercial,Office,1967,2023-04-01 0:00:00,Upcoming,Complied,,Violation - Insufficient Data,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Complied,,Complied,,Exempt,Vacancy,,36.7,96.8,-52.1,-52.1,36.7,96.8,,,,,,,,72,50.6,136.1,-27.3,-27.3,51.3,136.8,82,51.6,154.6,-34.6,-34.6,52.7,155.7,78,52.7,158.3,-30.6,-30.6,51.8,155.4,69,58.2,174.8,-21,-21,57.4,171,,,,,,,,64,68.1,169.8,-15.3,-15.4,68.5,170.2,59,53.9,138.9,-9.7,,51.2,136.1,,,,,,,
0306/007A,450 Geary St,450 GEARY ST,94102,20295,Commercial,Office,1922,2019-04-01 0:00:00,Complied,Violation - Insufficient Data,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,9.1,22,-81.1,-81.1,9.1,22,,9.4,25.4,-82.8,-82.8,9.4,25.4,,13.8,31.3,-78.8,-78.8,13.8,31.3,,40.7,69.8,,,40.7,69.8,,46.3,81.5,-44.9,-44.9,46.3,81.5,98,21.6,57,-62,-62,21,56.4,,,,,,,,,,,,,,
4168/007,765 Pennsylvania Ave: Cannabis,765 Pennsylvania Ave,94107,,Cannabis Business,,,,,Upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0294/015,Galen Building,391 SUTTER ST,94108,32421,Commercial,Office,1908,2019-04-01 0:00:00,Pending - Waiting for Clarification,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,77,171.7,-41.5,-41.5,77.4,172.1,,102.6,200.3,50.9,,101,198.7,,,,,,,
0567/038,1998 BROADWAY,1998 BROADWAY,94109,125036,Mixed Residential,,1964,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051/036,2300 Sutter,2300 SUTTER ST,94115,32700,Commercial,Medical Office,1965,2020-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,38.2,80.2,-35.2,-35.2,38.8,80.8,,47.4,99.8,-18,-18,47.5,99.9,,50.7,106.9,-12.2,-12.2,52,108.3,,54.4,128,9.7,9.7,55.8,129.4,,52.3,123.8,6.1,6.1,52.9,124.4,,50.6,126.5,8,8,51.4,127.4,,52.8,131.4,12.6,12.6,54.4,131.9,,54.3,131.9,12.9,13,53.4,130.9,,51,133.8,16,,50.9,133.6,,,,,,,
0285/004,417 STOCKTON ST,417 STOCKTON ST,94108,37432,Commercial,Hotel,1907,2014-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,24.2,65.9,-55.1,-55.1,24.3,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750/087,R1024 CO 611 FOLSOM,601 FOLSOM ST,94107,185386,Commercial,Other,0,2012-11-15 0:00:00,Did Not Comply,Exempt,,Exempt,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Violation - Insufficient Data,,Violation - Insufficient Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9,1444,1072.8,1072.8,453.5,1424.1,,452.5,1420.8,1054,1054,452.5,1420.8,,,,,,,,,,,,,,
3736/099,583 HOWARD ST,583 HOWARD ST,94105,34500,Commercial,Office,1912,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,16.9,35.8,-74.4,-74.4,19.4,38.5,88,30.1,72.4,-48.4,-48.4,31.5,73.8,92,21.8,54.7,-56.3,-56.3,21.8,54.7,94,30.1,83.8,-52.2,-52.2,29.6,82.1,98,24.5,65.3,-62,-62,23.8,63,98,23.2,63.4,,,22.7,61.7,98,22.8,62.2,,,22.8,62.2,,,,,,,,,,,,,,,,,,,,,
4080/015,720 YORK ST,720 YORK ST,94110,66280,Mixed Residential,Multifamily Housing,1999,,,Complied,,Complied,,Exempt,PG&E will not provide data,,,,,,,,,,,,,,,,16.1,31.1,-34,-34,16.2,31.4,91,13.9,28.3,-30.7,-30.7,14,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0289/005,100 Montgomery,120 MONTGOMERY ST,94104,396911,Commercial,Office,1955,2023-04-01 0:00:00,Upcoming,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Did Not Report,,Complied,,Violation - Insufficient Data,,Exempt,Change in Ownership,Complied,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,88,55.3,133.3,-42,-42,56.8,135.1,,,,,,,,,,,,,,,91,42.4,109.5,-46.2,-46.2,44,111.5,87,48.8,122.1,-41.3,-41.3,48.9,122.2,87,49.9,124.5,-40.4,-40.4,49.9,124.5,89,45.4,,-44,,45.4,
1206/003,Mercy Terrace,333 BAKER ST,94117,156000,Mixed Residential,Multifamily Housing,1908,,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,31,52,-17.1,-17.1,31.6,53,81,29.1,50.2,-21,-21,29.4,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721/071,121 2nd Street,121 2ND ST,94105,37747,Commercial,Office,1907,2021-04-01 0:00:00,Pending - Contracted,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,50,70.2,-46.6,-46.6,,,62,79.6,110.6,-16,-16,82.4,113.5,41,90.8,129.8,11.5,11.5,90,129,60,91.5,141.5,-11.4,-11.4,95.5,145.7,41,100.1,170.3,9.1,9.1,99.4,168.1,44,103,169.8,6,6,103,169.8,66,79,129.9,-17.1,-17.1,79,129.9,93,46.9,80.1,-50.3,-50.3,47.5,80.6,87,58.5,118.1,-40.9,,57.3,117.8,,,,,,,
0774/021,1025 FILLMORE ST,1355 Golden Gate Ave,94115,221468,Mixed Residential,Multifamily Housing,1974,,,Complied,,Complied,,Complied,PG&E will not provide data,,,,,,,,,,,,,,,,91.5,126.8,44,44,92.8,128.4,7,93.7,128.4,44.5,44.5,94.7,129.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0732/032,1300 FILLMORE ST,1300 FILLMORE ST,94115,156361,Mixed Residential,Mixed Use Property,2007,,,Complied,,Complied,,Exempt,PG&E will not provide data,,,,,,,,,,,,,,,,30.7,66.3,-25.7,-25.7,31,67,,29.8,64.7,-27.5,-27.5,29.9,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260/019,701 PHELPS ST,701 PHELPS ST,94124,19578,Commercial,Other,1954,2014-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5369/070,80 ELMIRA ST,80 ELMIRA ST,94124,10168,Commercial,Other - Education,1954,2022-04-01 0:00:00,Upcoming,Exempt,Change in Ownership,Exempt,Change in Ownership,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,15.9,36.9,-66.6,-66.6,15.9,36.9,,15.1,39,-72.4,-72.4,15.1,39,,13.6,35.6,-74.9,-74.9,13.6,35.6,,12.2,32.1,,,12.2,32.1,,11.4,30.4,,,10.8,28.4,,,,,,,,,,,,,,,,,,,,,
0327/004,39 STOCKTON ST,39 STOCKTON ST,94102,12281,Commercial,Retail Store,1909,2013-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,Change in Ownership,Exempt,Change in Ownership,Exempt,Change in Ownership,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145/003-C,Gillson Hall,2325 Golden Gate Ave,94117,73145,Residential,Residence Hall/Dormitory,1921,,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,,11.7,32.9,-71.5,-71.5,11.7,32.9,94,17.8,49.7,-57.2,-57.2,17.8,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228/017,1150 25TH ST,1150 25TH ST,94107,123201,Multifamily,,1967,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547/002,1850 MISSION ST,1850 MISSION ST,94103,23247,Commercial,Vocational School,1946,2021-04-01 0:00:00,Did Not Comply,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,26.6,63.2,-42.7,-42.7,27.1,63.8,,28.5,68.8,-37.6,-37.6,28.5,68.6,,29.4,71.2,-35.5,-35.5,30.7,72.6,,31.2,80.7,-42.9,-42.9,32.8,82.4,,31.3,83.4,-41.1,-41.1,33.6,86.5,,30.2,82.5,-42,-42,30.7,82.1,,28.9,79.8,-43.6,-43.6,30.6,79.9,,31.2,80.8,-42.9,-42.9,30.3,80.3,,,,,,,,,,,,,,
9900/023,Pier 23 Shed,23 Pier,94111,96521,Commercial,Non-Refrigerated Warehouse,1900,2099-04-01 0:00:00,Exempt - Municipal,Complied,,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Insufficient Data,,Violation - Insufficient Data,,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,,,,2.7,7.6,-75.2,-75.2,2.7,7.6,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5348/006,2215 REVERE AVE,2215 REVERE AVE,94124,15794,Commercial,Other,1953,2013-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235/012,Bayview Plaza - Buildings B&C,3801 3RD ST,94124,83296,Commercial,Office,1903,2020-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Insufficient Data,,Complied,,Complied,,,36.4,84.2,-27.6,-27.6,36.4,84.2,,49,111.4,-4.3,-4.3,49,111.4,,43.9,102,14.3,14.3,43.9,102,,68.6,147.3,19.7,19.7,68.6,147.3,,74.3,150.4,22.2,22.2,74.3,150.4,,74.6,159,29,29,74.6,159,,72.5,154.4,25.4,25.4,72.5,154.4,,,,,,,,,50.3,102.1,-28.2,,50.3,102.1,,,,,,,
0297/014,"625 Sutter Street, LLC",625 SUTTER ST,94102,26322,Commercial,College/University,1921,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,27.9,50,-72.3,-72.3,27.9,50,,37.8,67.6,-62.6,-62.6,37.8,67.6,,33.3,63.1,-65.1,-65.1,33.3,63.1,,46.3,85.7,-67.3,-67.3,46.3,85.7,,29.1,63.3,-75.9,-75.9,29.1,63.3,,47.5,86.8,-67,-67,47.5,86.8,,17.4,50,-81,-81,17.4,50,,18.5,52.1,-80.2,-80.2,18.5,52.1,,24.4,74.2,-76.6,,24.4,74.2,,,,,,,
0855/053,8 OCTAVIA ST,8 OCTAVIA ST,94102,65750,Multifamily,Multifamily Housing,2014,,,Complied,,Complied,,Exempt,PG&E will not provide data,,,,,,,,,,,,,,,,38.4,66.8,-23,-23,38.9,67.3,79,34.7,59.9,-19.9,-19.9,34.7,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7517/313,135 RED ROCK WAY,135 RED ROCK WAY,94131,52750,Mixed Residential,,1972,,,Violation - Insufficient Data,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015/006,2505 Mariposa St,2505 MARIPOSA ST,94110,14000,Commercial,Office,1923,2023-04-01 0:00:00,Upcoming,Exempt,Vacancy,Exempt,Vacancy,Exempt,Tenant Turnover,Exempt,Vacancy,Exempt,,Exempt,,Exempt,Change in Ownership,Complied,,Complied,,Exempt,SqFt Not Subject This Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,38.2,100.5,-39,-38.9,36.8,100,,,,,,,,,,,,,,
2405/037,Bank of America Parkside,1007 TARAVAL ST,94116,13040,Commercial,Bank Branch,1931,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year,,33.1,63.7,-62.6,-62.6,34,64.6,94,36.6,69.2,-59.5,-59.5,36.7,69.3,92,36.7,70,-56.4,-56.4,38.2,71.6,86,38.7,87.2,-39.8,-39.8,39.5,88.1,86,41.2,86.4,-39.6,-39.6,42.3,87.6,90,32,78.9,-45,-45,33,80,89,32.2,80.2,-44.4,-44.4,32.2,80.2,91,30,77.9,-46.2,-46.2,30,77.9,,,,,,,,,,,,,,
3715/013,Bayside Plaza,188 EMBARCADERO,94105,99625,Commercial,Office,1986,2019-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Tenant Turnover,Complied,,Complied,,Complied,,,46.3,108,-20.9,-20.9,48.6,110.5,88,58.4,140.6,-47.7,-47.7,59.3,141.6,86,57.9,140.2,-45.4,-45.4,57.8,140.5,82,55.8,152.1,-33.3,-33.3,56.9,153.2,84,52.3,141.7,-36.8,-36.8,52.3,141.7,95,36.3,99.9,-54,-54,36.9,100.6,,,,,,,,,53.2,116.7,-21.2,-21.2,53.5,117,69,60.8,137.8,-20.5,,60.8,137.8,72,54.9,,-23.1,,58.2,
3531/028,205 13th Street,1717 MISSION ST,94103,97142,Commercial,Office,1952,2021-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Violation - Did Not Report,,Violation - Insufficient Data,,,19.3,46.5,-72.7,-72.7,19.5,46.7,96,24.6,59,-65.4,-65.4,24.4,58.5,99,17,39.1,-75.6,-75.6,17,39.1,100,15.9,44.4,-77.3,-77.3,15.9,44.4,100,15.5,45.7,-76.3,-76.3,15.8,46.8,100,20.8,53.3,-72,-72,,,99,23.8,58.6,-69.4,-69.4,23.6,57,100,19.1,48.4,-75.5,-75.5,18.4,47.7,,,,,,,,,,,,,,
4293/019,1415 INDIANA ST,1415 INDIANA ST,94107,38000,Mixed Residential,Multifamily Housing,2000,,,Complied,,Complied,,Violation - Did Not Report,,,,,,,,,,,,,,,,,33.7,51.4,-56.4,-56.4,40.5,58.6,,27.4,46.1,-61,-61,30.7,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958/001B,Chip Factory,365 VERMONT ST,94103,12465,Commercial,Office,1984,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,Change in Ownership,Exempt,Change in Ownership,Exempt,Change in Ownership,Complied,,Exempt,SqFt Not Subject This Year,,11.2,31.4,-73,-73,11.2,31.4,78,32.1,90,-35.2,-35.2,32.1,90,78,29.6,82.9,-35.4,-35.4,29.6,82.9,80,29.6,93,-32.4,-32.4,29.6,93,96,14,40.3,-55.7,-55.7,14,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607/117,355 BUENA VISTA AVE,355 BUENA VISTA AVE,94117,186369,Mixed Residential,,1986,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0333/009,The Nathan Building,340 EDDY ST,94102,99380,Mixed Residential,,1911,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0284/004,Physicians Building,500 SUTTER ST,94108,64876,Commercial,Office,1914,2019-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Insufficient Data,,Complied,,Complied,,Violation - Did Not Report,,Violation - Insufficient Data,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8,150.4,29.3,29.3,81.8,150.4,30,105.2,198.5,,,107.1,200.6,,,,,,,,,,,,,,,93,48.6,101.5,-54.8,,47.2,100.1,99,22.1,,-68.2,,21.6,
3732/078,Knox Hotel,241 6TH ST,94103,154000,Multifamily,,1995,,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769/002A,1 Harrison,1 HARRISON ST,94105,203456,Commercial,Office,0,2019-04-01 0:00:00,Exempt - ENERGY STAR,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,38.9,92.1,-53.9,-53.9,40.8,94.1,91,53.2,122.8,-52.7,-52.7,53.5,121.5,92,49.6,111.9,-54.2,-54.2,49.6,112.2,98,46.6,116.1,-60.1,-60.1,47.7,117.3,97,46.2,120.8,-57.9,-57.9,47.7,122.5,95,50,138.4,-52,-52,50.6,139,92,48.5,138.3,-47.8,-47.8,50,139.9,94,48,132.3,-50.9,-50.9,48.2,132.4,96,50.2,141.4,-53.3,,49.8,140.9,92,52.5,141.5,-48.2,-48.2,51.8,140.8
0577/018,1900 PACIFIC AVE,1900 PACIFIC AVE,94109,17100,Commercial,Worship Facility,1970,2022-04-01 0:00:00,Upcoming,Complied,,Complied,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,Exempt,Added After Benchmark Year,,,,5.6,15.6,-54.1,-54.1,5.6,15.6,64,19.1,31.4,-21.1,-21.1,20.9,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0240/003,Omni San Francisco,500 CALIFORNIA ST,94104,243450,Commercial,Hotel,1927,2018-04-01 0:00:00,Complied,Violation - Did Not Report,,Violation - Did Not Report,,Complied,,Complied,,Violation - Did Not Report,,Complied,,Complied,,Complied,,Complied,,Complied,,,,,,,,,,,,,,,,35,97.2,185.9,12.9,12.9,96.9,185.5,33,96.3,187.5,14.9,14.9,97.1,188.5,,,,,,,,38,96.1,208.3,11,11,97.8,210.4,26,104.6,228.4,24.3,24.3,106.4,231,25,103.3,209.2,25.5,25.6,103.6,209.5,14,117,242.9,43.6,43.5,117,242.9,27,105.7,210.1,22.8,22.7,105.7,210.1
3706/068,748 MISSION ST,748 MISSION ST,94103,29440,Commercial,Arts & Culture,1900,2013-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0691/005,1200 Van Ness,1200 VAN NESS AVE,94109,171562,Commercial,Mixed Use Property,1911,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,,19.6,53.8,-39.8,-39.8,19.6,53.8,,22.4,60.1,-32.6,-32.6,22.4,60.1,,24,64.5,-27.7,-27.7,24,64.5,,23.9,72.5,-41.1,-41.1,23.9,72.5,,25.9,76.9,-37.5,-37.5,25.9,76.9,,21.8,66.5,-46,-46,21.8,66.5,,17.8,53.9,-56.2,-56.2,17.8,53.9,,18.8,57.9,-53,-53,18.8,57.9,,17.8,57,-74.6,,16.5,53.1,,43.7,,-11.3,,43.7,
0717/015,Great American Music Hall,859 OFARRELL ST,94109,10300,Commercial,Other - Entertainment/Public Assembly,1907,2023-04-01 0:00:00,Upcoming,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year,,22.9,64,-42.9,-42.9,22.9,64,,53.2,149.1,33.1,33.1,53.2,149.1,,51.9,145.4,29.8,29.8,51.9,145.4,,48.5,152.3,78.9,78.9,48.5,152.3,,68.2,175.3,105.9,105.9,68.2,175.3,,98.2,207.5,144,144,98.2,207.5,,96.6,204.4,140.2,140.2,96.6,204.4,,98.8,206.4,142.5,142.5,98.8,206.4,,,,,,,,,,,,,,
0228/013,500 Montgomery Street,500 MONTGOMERY ST,94111,17795,Commercial,Office,1918,2020-04-01 0:00:00,Complied,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Complied,,Exempt,SqFt Not Subject This Year,,38.5,87,-25.2,-25.2,43.5,92.3,69,50.6,112.7,-24.1,-24.1,53.3,115.5,53,56.4,127.2,-4.4,-4.4,57,127.9,64,59.7,136.9,-15.2,-15.2,63.3,140.6,56,66.4,147.1,-6.9,-6.9,72.9,154,61,62.9,141.9,-12,-12,67.1,146.3,63,55.2,133.7,-13.6,-13.6,60.1,138.9,57,48,111.6,-8,-8.1,48,111.6,,,,,,,,,,,,,,
0196/019,451 JACKSON ST,451 JACKSON ST,94111,13500,Commercial,Other,1900,2013-04-01 0:00:00,Did Not Comply,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Did Not Report,,Violation - Insufficient Data,,Complied,,Complied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
